Module	Sous_Module	Type	Exercice	Série	Données	Catégorie	Afficher à la fin	Terme;Indice	Phrase Correcte	Réponse	Fichier Audio
1	3	Pratiquer	6	14	des;concours	2;2;1;2;3	un concours - des concours				s06p2d14.mp3
1	3	Pratiquer	6	15	des;fours	2;2;1;2;1	un four - des fours				s06p2d15.mp3
1	3	Découvrir	7	1	mon;travail	2;1;1;1					s07p1d01.mp3
1	3	Découvrir	7	2	mes;travaux	2;2;1;2					s07p1d02.mp3
1	3	Découvrir	7	3	un;vitrail	2;1;1;1					s07p1d03.mp3
1	3	Découvrir	7	4	des;vitraux	2;2;1;2					s07p1d04.mp3
1	3	Découvrir	7	5	un;corail						s07p1d05.mp3
1	3	Découvrir	7	6	des;coraux	2;2;1;2					s07p1d06.mp3
1	3	Découvrir	7	7	un;émail	2;1;1;1					s07p1d07.mp3
1	3	Découvrir	7	8	des;émaux	2;2;1;2					s07p1d08.mp3
1	3	Pratiquer	7	1	un;abri	2;1;1;1;1	un abri - des abris				s07p2d01.mp3
1	3	Pratiquer	7	2	des;incendies	2;2;1;2;1	un incendie - des incendies				s07p2d02.mp3
1	3	Pratiquer	7	3	son;travail	2;1;1;1;7	son travail - ses travaux				s07p2d03.mp3
1	3	Pratiquer	7	4	son;gouvernail	2;1;1;1;1	son gouvernail - ses gouvernails				s07p2d04.mp3
1	3	Pratiquer	7	5	un;hôpital	2;1;1;1;6	un hôpital - des hôpitaux				s07p2d05.mp3
1	3	Pratiquer	7	6	un;carnaval	2;1;1;1;1	un carnaval - des carnavals				s07p2d06.mp3
1	3	Pratiquer	7	7	son;fils	2;1;1;1;3	son fils - ses fils				s07p2d07.mp3
1	3	Pratiquer	7	8	une;chose	2;1;1;1;1	une chose - des choses				s07p2d08.mp3
1	3	Pratiquer	7	9	son;choix	2;1;1;1;4	son choix - ses choix				s07p2d09.mp3
1	3	Pratiquer	7	10	la;joie	2;1;1;1;1	la joie - les joies				s07p2d10.mp3
1	3	Pratiquer	7	11	deux;accès	2;2;1;2;3	un accès - deux accès				s07p2d11.mp3
1	3	Pratiquer	7	12	quelques;bijoux	2;2;1;2;2	un bijou - quelques bijoux				s07p2d12.mp3
1	3	Pratiquer	7	13	un;escabeau	2;1;1;1;2	un escabeau - des escabeaux				s07p2d13.mp3
1	3	Pratiquer	7	14	des;fusils	2;2;1;2;1	un fusil - des fusils				s07p2d14.mp3
1	3	Pratiquer	7	15	un;trophée	2;2;1;2;1	un trophée - des trophées				s07p2d15.mp3
1	3	Découvrir	8	1	les;vacances	2;2;1;2					
1	3	Découvrir	8	2	des;jumelles	2;2;1;2					
1	3	Découvrir	8	3	les;armoiries	2;2;1;2					
1	3	Découvrir	8	4	les;vivres	2;2;1;2					
1	3	Découvrir	8	5	les;thermes	2;2;1;2;8					
1	3	Découvrir	8	6	les;oreilles	2;2;1;2;1					
1	3	Découvrir	8	7	un;vitrail	2;1;1;1;7					
1	3	Découvrir	8	8	l'autorail	2;1;1;1;1					
1	3	Découvrir	8	9	quelques;morceaux	2;2;1;2;2					
1	3	Découvrir	9	10	un;colis	2;1;1;1;3					
1	3	Découvrir	10	11	des;creux	2;2;1;2;4 					
1	3	Découvrir	11	12	un;émeu	2;1;1;1;1					
1	3	Découvrir	12	13	un;émail	2;1;1;1;7					
1	3	Découvrir	13	14	des;détails	2;2;1;2;1					
1	3	Découvrir	14	15	un;nez	2;1;1;1;5					
1	3	Découvrir	15	16	trois;musées	2;2;1;2;1 					
1	3	Découvrir	16	17	les;archives	2;2;1;2;8					
1	3	Découvrir	17	18	des;ersatz	2;2;1;2;5					
1	3	Découvrir	18	19	des;matériaux	2;2;1;2;2					
1	4	Démo	0	1	vif;vive;vifs;vives						
1	4	Démo	0	2	bref;brève;brefs;brèves						
1	4	Démo	0	3	actif;active;actifs;actives						
1	4	Démo	0	4	neuf;neuve;neufs;neuves						
1	4	Démo	0	5	fier;fière;fiers;fières						
1	4	Démo	0	6	amer;amère;amers;amères						
1	4	Démo	0	7	léger;légère;légers;légères						
1	4	Démo	0	8	premier;première;premiers;premières						
1	4	Démo	0	9	printanier;printanière;printaniers;printanières						
1	4	Démo	0	10	routier;routière;routiers;routières						
1	4	Démo	0	11	mat;mate;mats;mates						
1	4	Démo	0	12	pointu;pointue;pointus;pointues						
1	4	Classique	1	1	vif;vive;vifs;vives						
1	4	Classique	1	2	bref;brève;brefs;brèves						
1	4	Classique	1	3	actif;active;actifs;actives						
1	4	Classique	1	4	neuf;neuve;neufs;neuves						
1	4	Classique	1	5	cher;chère;chers;chères						
1	4	Classique	1	6	amer;amère;amers;amères						
1	4	Classique	1	7	léger;légère;légers;légères						
1	4	Classique	1	8	premier;première;premiers;premières						
1	4	Classique	1	9	étranger;étrangère;étrangers;étrangères						
1	4	Classique	1	10	routier;routière;routiers;routières						
1	4	Classique	1	11	mat;mate;mats;mates						
1	4	Classique	1	12	pointu;pointue;pointus;pointues						
1	4	Classique	2	1	ancien;ancienne;anciens;anciennes						
1	4	Classique	2	2	moyen;moyenne;moyens;moyennes						
1	4	Classique	2	3	bon;bonne;bons;bonnes						
1	4	Classique	2	4	glouton;gloutonne;gloutons;gloutonnes						
1	4	Classique	2	5	quotidien;quotidienne;quotidiens;quotidiennes						
1	4	Classique	2	6	mitoyen;mitoyenne;mitoyens;mitoyennes						
1	4	Classique	2	7	annuel;annuelle;annuels;annuelles						
1	4	Classique	2	8	pareil;pareille;pareils;pareilles						
1	4	Classique	2	9	mignon;mignonne;mignons;mignonnes						
1	4	Classique	2	10	malin;maligne;malins;malignes						
1	4	Classique	2	11	bénin;bénigne;bénins;bénignes						
1	4	Classique	2	12	brun;brune;bruns;brunes						
1	4	Classique	3	1	muet;muette;muets;muettes						
1	4	Classique	3	2	net;nette;nets;nettes						
1	4	Classique	3	3	douillet;douillette;douillets;douillettes						
1	4	Classique	3	4	complet;complète;complets;complètes						
1	4	Classique	3	5	inquiet;inquiète;inquiets;inquiètes						
1	4	Classique	3	6	discret;discrète;discrets;discrètes						
1	4	Classique	3	7	secret;secrète;secrets;secrètes						
1	4	Classique	3	8	concret;concrète;concrets;concrètes						
1	4	Classique	3	9	suspect;suspecte;suspects;suspectes						
1	4	Classique	3	10	sot;sotte;sots;sottes						
1	4	Classique	3	11	pâlot;pâlotte;pâlots;pâlottes						
1	4	Classique	3	12	idiot;idiote;idiots;idiotes						
1	4	Classique	4	1	courageux;courageuse;courageux;courageuses						
1	4	Classique	4	2	curieux;curieuse;curieux;curieuses						
1	4	Classique	4	3	dangereux;dangereuse;dangereux;dangereuses						
1	4	Classique	4	4	délicieux;délicieuse;délicieux;délicieuses						
1	4	Classique	4	5	heureux;heureuse;heureux;heureuses						
1	4	Classique	4	6	frileux;frileuse;frileux;frileuses						
1	4	Classique	4	7	gluant;gluante;gluants;gluantes						
1	4	Classique	4	8	meilleur;meilleure;meilleurs;meilleures						
1	4	Classique	4	9	mineur;mineure;mineurs;mineures						
1	4	Classique	4	10	supérieur;supérieure;supérieurs;supérieures						
1	4	Classique	4	11	vengeur;vengeresse;vengeurs;vengeresses						
1	4	Classique	4	12	enchanteur;enchanteresse;enchanteurs;enchanteresses						
1	4	Classique	5	1	furieux;furieuse;furieux;furieuses						
1	4	Classique	5	2	chanceux;chanceuse;chanceux;chanceuses						
1	4	Classique	5	3	lumineux;lumineuse;lumineux;lumineuses						
1	4	Classique	5	4	creux;creuse;creux;creuses						
1	4	Classique	5	5	gazeux;gazeuse;gazeux;gazeuses						
1	4	Classique	5	6	admiratif;admirative;admiratifs;admiratives						
1	4	Classique	5	7	moteur;motrice;moteurs;motrices						
1	4	Classique	5	8	indicateur;indicatrice;indicateurs;indicatrices						
1	4	Classique	5	9	protecteur;protectrice;protecteurs;protectrices						
1	4	Classique	5	10	moqueur;moqueuse;moqueurs;moqueuses						
1	4	Classique	5	11	baratineur;baratineuse;baratineurs;baratineuses						
1	4	Classique	5	12	porteur;porteuse;porteurs;porteuses						
1	4	Classique	6	1	affreux;affreuse;affreux;affreuses						
1	4	Classique	6	2	précieux;précieuse;précieux;précieuses						
1	4	Classique	6	3	volumineux;volumineuse;volumineux;volumineuses						
1	4	Classique	6	4	amoureux;amoureuse;amoureux;amoureuses						
1	4	Classique	6	5	véreux;véreuse;véreux;véreuses						
1	4	Classique	6	6	vieux;vieille;vieux;vieilles						
1	4	Classique	6	7	harmonieux;harmonieuse;harmonieux;harmonieuses						
1	4	Classique	6	8	beau;belle;beaux;belles						
1	4	Classique	6	9	nouveau;nouvelle;nouveaux;nouvelles						
1	4	Classique	6	10	fréquent;fréquente;fréquents;fréquentes						
1	4	Classique	6	11	profond;profonde;profonds;profondes						
1	4	Classique	6	12	vert;verte;verts;vertes						
1	4	Classique	7	1	doux;douce;doux;douces						
1	4	Classique	7	2	roux;rousse;roux;rousses						
1	4	Classique	7	3	plein;pleine;pleins;pleines						
1	4	Classique	7	4	jaloux;jalouse;jaloux;jalouses						
1	4	Classique	7	5	faux;fausse;faux;fausses						
1	4	Classique	7	6	gras;grasse;gras;grasses						
1	4	Classique	7	7	épais;épaisse;épais;épaisses						
1	4	Classique	7	8	précis;précise;précis;précises						
1	4	Classique	7	9	gris;grise;gris;grises						
1	4	Classique	7	10	ras;rase;ras;rases						
1	4	Classique	7	11	chinois;chinoise;chinois;chinoises						
1	4	Classique	7	12	rigolo;rigolote;rigolos;rigolotes						
1	4	Classique	8	1	blanc;blanche;blancs;blanches						
1	4	Classique	8	2	blond;blonde;blonds;blondes						
1	4	Classique	8	3	chaud;chaude;chauds;chaudes						
1	4	Classique	8	4	grand;grande;grands;grandes						
1	4	Classique	8	5	haut;haute;hauts;hautes						
1	4	Classique	8	6	joli;jolie;jolis;jolies						
1	4	Classique	8	7	long;longue;longs;longues						
1	4	Classique	8	8	turc;turque;turcs;turques						
1	4	Classique	8	9	caduc;caduque;caducs;caduques						
1	4	Classique	8	10	franc;franche;francs;franches						
1	4	Classique	8	11	laïc;laïque;laïcs;laïques						
1	4	Classique	8	12	public;publique;publics;publiques						
1	4	Classique	9	1	commercial;commerciale;commerciaux;commerciales						
1	4	Classique	9	2	total;totale;totaux;totales						
1	4	Classique	9	3	brutal;brutale;brutaux;brutales						
1	4	Classique	9	4	original;originale;originaux;originales						
1	4	Classique	9	5	postal;postale;postaux;postales						
1	4	Classique	9	6	familial;familiale;familiaux;familiales						
1	4	Classique	9	7	national;nationale;nationaux;nationales						
1	4	Classique	9	8	vagal;vagale;vagaux;vagales						
1	4	Classique	9	9	natal;natale;natals;natales						
1	4	Classique	9	10	social;sociale;sociaux;sociales						
1	4	Classique	9	11	fatal;fatale;fatals;fatales						
1	4	Classique	9	12	bancal;bancale;bancals;bancales						
1	4	Classique	10	1	moderne;moderne;modernes;modernes						
1	4	Classique	10	2	économique;économique;économiques;économiques						
1	4	Classique	10	3	juste;juste;justes;justes						
1	4	Classique	10	4	libre;libre;libres;libres						
1	4	Classique	10	5	sale;sale;sales;sales						
1	4	Classique	10	6	jaune;jaune;jaunes;jaunes						
1	4	Classique	10	7	jeune;jeune;jeunes;jeunes						
1	4	Classique	10	8	troisième;troisième;troisièmes;troisièmes						
1	4	Classique	10	9	marron;marron;marron;marron						
1	4	Classique	10	10	kaki;kaki;kaki;kaki						
1	4	Classique	10	11	orange;orange;orange;orange						
1	4	Classique	10	12	rapide;rapide;rapides;rapides						
1	5	Démo	0	1	un;grand;pas	2;1;3;1;1;1;3					demod01.mp3
1	5	Démo	0	2	de;grandes;aventures	2;4;3;4;1;2;1					demod02.mp3
1	5	Démo	0	3	deux;grands;pas	2;3;3;3;1;2;3					demod03.mp3
1	5	Démo	0	4	une;grande;aventure	2;2;3;2;1;1;1					demod04.mp3
1	5	Découvrir	1	1	un;grand;pas	2;1;3;1;1;1;3					s01p1d01.mp3
1	5	Découvrir	1	2	de;grandes;aventures	2;4;3;4;1;2;1					s01p1d02.mp3
1	5	Découvrir	1	3	deux;grands;pas	2;3;3;3;1;2;3					s01p1d03.mp3
1	5	Découvrir	1	4	une;grande;aventure	2;2;3;2;1;1;1					s01p1d04.mp3
1	5	Découvrir	1	5	une;fenêtre;ouverte	2;2;1;1;1;3;2					s01p1d05.mp3
1	5	Découvrir	1	6	des;livres;ouverts	2;3;1;2;1;3;3					s01p1d06.mp3
1	5	Découvrir	1	7	des;fenêtres;ouvertes	2;4;1;2;1;3;4					s01p1d07.mp3
1	5	Découvrir	1	8	un;livre;ouvert	2;1;1;1;1;3;1					s01p1d08.mp3
1	5	Découvrir	1	9	des;signaux;brefs	2;3;1;2;6;3;3					s01p1d09.mp3
1	5	Découvrir	1	10	des;pluies;brèves	2;4;1;2;1;3;4					s01p1d10.mp3
1	5	Découvrir	1	11	un;signal;bref	2;1;1;1;6;3;1					s01p1d11.mp3
1	5	Découvrir	1	12	une;pluie;brève	2;2;1;1;1;3;2					s01p1d12.mp3
1	5	Découvrir	1	13	des;cheveux;blancs	2;3;1;2;2;3;3					s01p1d13.mp3
1	5	Découvrir	1	14	une;souris;blanche	2;2;1;1;3;3;2					s01p1d14.mp3
1	5	Découvrir	1	15	un;cheveu;blanc	2;1;1;1;2;3;1					s01p1d15.mp3
1	5	Découvrir	1	16	trois;souris;blanches	2;4;1;2;3;3;4					s01p1d16.mp3
1	5	Pratiquer	1	1	quelques;paris;idiots	2;3;1;2;1;3;3;1					s01p2d01.mp3
1	5	Pratiquer	1	2	un;riz;cuit	2;1;1;1;5;3;1;1					s01p2d02.mp3
1	5	Pratiquer	1	3	une;décision;soudaine	2;2;1;1;1;3;2;1					s01p2d03.mp3
1	5	Pratiquer	1	4	de;longs;tuyaux	2;3;3;3;1;1;2;2					s01p2d04.mp3
1	5	Pratiquer	1	5	un;puits;profond	2;1;1;1;3;3;1;1					s01p2d05.mp3
1	5	Pratiquer	1	6	de;bonnes;merguez	2;4;3;4;1;1;2;5					s01p2d06.mp3
1	5	Pratiquer	1	7	plusieurs;pays;chauds	2;3;1;2;3;3;3;1					s01p2d07.mp3
1	5	Pratiquer	1	8	une;petite;valise	2;2;3;2;1;1;1;1					s01p2d08.mp3
1	5	Pratiquer	1	9	des;musées;ouverts	2;3;1;2;1;3;3;1					s01p2d09.mp3
1	5	Pratiquer	1	10	une;peau;sèche	2;2;1;1;2;3;2;1					s01p2d10.mp3
1	5	Découvrir	2	1	un;rire;nerveux	2;1;1;1;1;3;1					s02p1d01.mp3
1	5	Découvrir	2	2	une;voiture;nerveuse	2;2;1;1;1;3;2					s02p1d02.mp3
1	5	Découvrir	2	3	des;voitures;nerveuses	2;4;1;2;1;3;4					s02p1d03.mp3
1	5	Découvrir	2	4	 des;rires;nerveux	2;3;1;2;1;3;3					s02p1d04.mp3
1	5	Découvrir	2	5	une;voix;douce	2;2;1;1;4;3;2					s02p1d05.mp3
1	5	Découvrir	2	6	des;voix;douces	2;4;1;2;4;3;4					s02p1d06.mp3
1	5	Découvrir	2	7	un;tissu;doux	2;1;1;1;1;3;1					s02p1d07.mp3
1	5	Découvrir	2	8	des;tissus;doux	2;3;1;2;1;3;3					s02p1d08.mp3
1	5	Découvrir	2	9	une;addition;fausse	2;2;1;1;1;3;2					s02p1d09.mp3
1	5	Découvrir	2	10	des;calculs;faux	2;3;1;2;1;3;3					s02p1d10.mp3
1	5	Découvrir	2	11	des;additions;fausses	2;4;1;2;1;3;4					s02p1d11.mp3
1	5	Découvrir	2	12	un;calcul;faux	2;1;1;1;1;3;1					s02p1d12.mp3
1	5	Découvrir	2	13	un;vieux;journal	2;1;3;1;1;1;2					s02p1d13.mp3
1	5	Découvrir	2	14	une;vieille;copine	2;2;3;2;1;1;1					s02p1d14.mp3
1	5	Découvrir	2	15	de;vieux;journaux	2;3;3;3;1;2;2					s02p1d15.mp3
1	5	Découvrir	2	16	de;vieilles;copines	2;4;3;4;1;2;1					s02p1d16.mp3
1	5	Pratiquer	2	1	son;vieux;matelas	2;1;3;1;2;1;1;3					s02p2d01.mp3
1	5	Pratiquer	2	2	des;virus;dangereux	2;3;1;2;3;3;3;2					s02p2d02.mp3
1	5	Pratiquer	2	3	des;collègues;jalouses	2;4;1;2;1;3;4;2					s02p2d03.mp3
1	5	Pratiquer	2	4	des;cartes;routières	2;4;1;2;1;3;4;1					s02p2d04.mp3
1	5	Pratiquer	2	5	un;feu;défectueux	2;1;1;1;2;3;1;2					s02p2d05.mp3
1	5	Pratiquer	2	6	des;panneaux;indicateurs	2;3;1;2;2;3;3;1					s02p2d06.mp3
1	5	Pratiquer	2	7	une;noix;véreuse	2;2;1;1;4;3;2;2					s02p2d07.mp3
1	5	Pratiquer	2	8	 les;banques;européennes	2;4;1;2;1;3;4;1					s02p2d08.mp3
1	5	Pratiquer	2	9	quelles;glaces;délicieuses	2;4;1;2;1;3;4;2					s02p2d09_quelles.mp3
1	5	Pratiquer	2	10	un;ciel;bleu	2;1;1;1;1;3;1;1					s02p2d10.mp3
1	5	Découvrir	3	1	de;nouveaux;travaux	2;3;3;3;1;2;7					s03p1d01.mp3
1	5	Découvrir	3	2	une;nouvelle;histoire	2;2;3;2;1;1;1					s03p1d02.mp3
1	5	Découvrir	3	3	plusieurs;nouvelles;histoires	2;4;3;4;1;2;1					s03p1d03.mp3
1	5	Découvrir	3	4	un;nouveau;travail	2;1;3;1;1;1;7					s03p1d04.mp3
1	5	Découvrir	3	5	des;sourires;amicaux	2;3;1;2;1;3;3					s03p1d05.mp3
1	5	Découvrir	3	6	des;soirées;amicales	2;4;1;2;1;3;4					s03p1d06.mp3
1	5	Découvrir	3	7	une;soirée;amicale	2;2;1;1;1;3;2					s03p1d07mp3
1	5	Découvrir	3	8	un;sourire;amical	2;1;1;1;1;3;1					s03p1d08.mp3
1	5	Découvrir	3	9	un;colis;postal	2;1;1;1;3;3;1					s03p1d09.mp3
1	5	Découvrir	3	10	leur;adresse;postale	2;2;1;1;1;3;2					s03p1d10.mp3
1	5	Découvrir	3	11	des;colis;postaux	2;3;1;2;3;3;3					s03p1d11.mp3
1	5	Découvrir	3	12	leurs;adresses;postales	2;4;1;2;1;3;4					s03p1d12.mp3
1	5	Découvrir	3	13	un;vieil;étui	2;1;3;1;1;1;1					s03p1d13.mp3
1	5	Découvrir	3	14	une;vieille;armoire	2;2;3;2;1;1;1					s03p1d14.mp3
1	5	Découvrir	3	15	de;vieilles;armoires	2;4;3;4;1;2;1					s03p1d15.mp3
1	5	Découvrir	3	16	de;vieux;étuis	2;3;3;3;1;2;1					S03p1d16.mp3
1	5	Pratiquer	3	1	de;nouveaux;jeux	2;3;3;3;3;1;2;2					s03p2d01.mp3
1	5	Pratiquer	3	2	un;vieil;escabeau	2;1;3;1;3;1;1;2					s03p2d02.mp3
1	5	Pratiquer	3	3	de;curieuses;lunettes	2;4;3;4;2;1;2;1 					s03p2d03.mp3
1	5	Pratiquer	3	4	une;gare;centrale	2;2;1;1;1;3;2;3					s03p2d04.mp3
1	5	Pratiquer	3	5	mon;code;postal	2;1;1;1;1;;3;1;3					s03p2d05.mp3
1	5	Pratiquer	3	6	des;animaux;peureux	2;3;1;2;6;3;3;2					s03p2d06.mp3
1	5	Pratiquer	3	7	des;métaux;précieux 	2;3;1;2;6;3;3;2					s03p2d07.mp3
1	5	Pratiquer	3	8	quelques;couteaux;originaux	2;3;1;2;2;3;3;3					s03p2d08.mp3
1	5	Pratiquer	3	9	de;nombreuses;failles	2;4;3;4;2;1;2;1					s03p2d09.mp3
1	5	Pratiquer	3	10	une;eau;gazeuse 	2;2;1;1;2;3;2;2					s03p2d10.mp3
1	5	Découvrir	4	1	une;idée;précise	2;2;1;1;1;3;2					s04p1d01.mp3
1	5	Découvrir	4	2	un;geste;précis	2;1;1;1;1;3;1					s04p1d02.mp3
1	5	Découvrir	4	3	des;gestes;précis	2;3;1;2;1;3;3					s04p1d03.mp3
1	5	Découvrir	4	4	quelques;idées;précises	2;4;1;2;1;3;4					s04p1d04.mp3
1	5	Découvrir	4	5	une;table;basse	2;2;1;1;1;3;2					s04p1d05.mp3
1	5	Découvrir	4	6	un;coup;bas	2;1;1;1;1;3;1					s04p1d06.mp3
1	5	Découvrir	4	7	des;tables;basses	2;4;1;2;1;3;4					s04p1d07.mp3
1	5	Découvrir	4	8	des;coups;bas	2;3;1;2;1;3;3					s04p1d08.mp3
1	5	Découvrir	4	9	d'épais;cahiers	2;3;3;3;1;2;1					s04p1d09.mp3
1	5	Découvrir	4	10	un;cahier;épais	2;1;1;1;1;3;1					s04p1d10.mp3
1	5	Découvrir	4	11	une;tranche;épaisse	2;2;1;1;1;3;2					s04p1d11.mp3
1	5	Découvrir	4	12	des;tranches;épaisses	2;4;1;2;1;3;4					s04p1d12.mp3
1	5	Découvrir	4	13	une;grosse;voix	2;2;3;2;1;1;4					s04p1d13.mp3
1	5	Découvrir	4	14	de;grosses;voix	2;4;3;4;1;2;4					s04p1d14.mp3
1	5	Découvrir	4	15	un;gros;morceau	2;1;3;1;1;1;2					s04p1d15.mp3
1	5	Découvrir	4	16	plusieurs;gros;morceaux	2;3;3;3;1;2;2					s04p1d16.mp3
1	5	Pratiquer	4	1	de;mauvais;films;français	2;3;3;3;4;1;2;1;3;3;4					s04p2d01.mp3
1	5	Pratiquer	4	2	une;vraie;ratatouille;provençale	2;2;3;2;1;1;1;1;3;2;3					s04p2d02.mp3
1	5	Pratiquer	4	3	quel;beau;premier;essai	2;1;3;1;3;3;1;1;1;1;1					s04p2d03.mp3
1	5	Pratiquer	4	4	de;fréquentes;douleurs;dorsales	2;4;3;4;1;1;2;1;3;4;3					s04p2d04.mp3
1	5	Pratiquer	4	5	de;vieux;clous;rouillés	2;3;3;3;2;1;2;1;3;3;1					s04p2d05.mp3
1	5	Pratiquer	4	6	des;motos;japonaises;neuves	2;4;1;2;1;3;4;4;3;4;1					s04p2d06.mp3
1	5	Pratiquer	4	7	des;épiceries;turques;ouvertes	2;4;1;2;1;3;4;1;3;4;1					s04p2d07.mp3
1	5	Pratiquer	4	8	un;riz;gluant;délicieux	2;1;1;1;5;3;1;1;3;1;2					s04p2d08.mp3
1	5	Pratiquer	4	9	des;haricots;verts;frais	2;3;1;2;1;3;3;1;3;3;4					s04p2d09.mp3
1	5	Pratiquer	4	10	de;gros;nuages;gris	2;3;3;3;4;1;2;1;3;3;4					s04p2d10.mp3
1	5	Découvrir	5	1	un;signal;sonore	2;1;1;1;6;3;1					s05p1d01.mp3
1	5	Découvrir	5	2	des;bandes;sonores	2;4;1;2;1;3;4					s05p1d02.mp3
1	5	Découvrir	5	3	des;signaux;sonores	2;3;1;2;6;3;3					s05p1d03.mp3
1	5	Découvrir	5	4	une;bande;sonore	2;2;1;1;1;3;2					s05p1d04.mp3
1	5	Découvrir	5	5	une;sale;bête	2;2;3;2;1;1;1					s05p1d05.mp3
1	5	Découvrir	5	6	un;simple;clic	2;1;3;1;1;1;1					s05p1d06.mp3
1	5	Découvrir	5	7	de;simples;clics	2;3;3;3;1;2;1					s05p1d07.mp3
1	5	Découvrir	5	8	de;sales;bêtes	2;4;3;4;1;2;1					s05p1d08.mp3
1	5	Découvrir	5	9	des;barres;fixes	2;4;1;2;1;3;4					s05p1d09.mp3
1	5	Découvrir	5	10	un;prix;fixe	2;1;1;1;4;3;1					s05p1d10.mp3
1	5	Découvrir	5	11	des;prix;fixes	2;3;1;2;4;3;3					s05p1d11.mp3
1	5	Découvrir	5	12	une;barre;fixe	2;2;1;1;1;3;2					s05p1d12.mp3
1	5	Découvrir	5	13	un;gaz;rare	2;1;1;1;5;3;1					s05p1d13.mp3
1	5	Découvrir	5	14	une;fleur;rare	2;2;1;1;1;3;2					s05p1d14.mp3
1	5	Découvrir	5	15	des;gaz;rares	2;3;1;2;5;3;3					s05p1d15.mp3
1	5	Découvrir	5	16	des;fleurs;rares	2;4;1;2;1;3;4					s05p1d16.mp3
1	5	Pratiquer	5	1	une;épaisse;couche;neigeuse	2;2;3;2;4;1;1;1;3;2;2					s05p2d01.mp3
1	5	Pratiquer	5	2	leur;deuxième;voiture;automatique	2;2;3;2;5;1;1;1;3;2;5					s05p2d02.mp3
1	5	Pratiquer	5	3	une;mauvaise;odeur;tenace	2;2;3;2;4;1;1;1;3;2;5					s05p2d03.mp3
1	5	Pratiquer	5	4	des;bières;belges;délicieuses	2;4;1;2;1;3;4;5;3;4;2					s05p2d04.mp3
1	5	Pratiquer	5	5	un;autre;appel;téléphonique	2;1;3;1;5;1;1;1;3;1;5					s05p2d05.mp3
1	5	Pratiquer	5	6	une;musique;douce;apaisante	2;2;1;1;1;3;2;2;3;2;1					s05p2d06.mp3
1	5	Pratiquer	5	7	de;grands;oiseaux;migrateurs	2;3;3;3;1;1;2;2;3;3;1					s05p2d07.mp3
1	5	Pratiquer	5	8	un;jeune;loup;redoutable	2;1;3;1;5;1;1;1;3;1;5					s05p2d08.mp3
1	5	Pratiquer	5	9	plusieurs;grosses;pommes;véreuses	2;4;3;4;4;1;2;1;3;4;2					s05p2d09.mp3
1	5	Pratiquer	5	10	de;nouveaux;portails;blancs	2;3;3;3;3;1;2;1;3;3;1					s05p2d10.mp3
1	5	Découvrir	6	1	des;yeux;marron	2;3;1;2;2;3;3					s06p1d01.mp3
1	5	Découvrir	6	2	un;œil;marron	2;1;1;1;2;3;1					s06p1d02.mp3
1	5	Découvrir	6	3	une;pochette;marron	2;2;1;1;1;3;2					s06p1d03.mp3
1	5	Découvrir	6	4	des;pochettes;marron	2;4;1;2;1;3;4					s06p1d04.mp3
1	5	Découvrir	6	5	un;sac;kaki	2;1;1;1;1;3;1					s06p1d05.mp3
1	5	Découvrir	6	6	une;veste;kaki	2;2;1;1;1;3;2					s06p1d06.mp3
1	5	Découvrir	6	7	des;vestes;kaki	2;4;1;2;1;3;4					s06p1d07.mp3
1	5	Découvrir	6	8	des;sacs;kaki	2;3;1;2;1;3;3					s06p1d08.mp3
1	5	Découvrir	6	9	un;mur;brique	2;1;1;1;1;3;1					s06p1d09.mp3
1	5	Découvrir	6	10	une;chemise;brique	2;2;1;1;1;3;2					s06p1d10.mp3
1	5	Découvrir	6	11	des;murs;brique	2;3;1;2;1;3;3					s06p1d11.mp3
1	5	Découvrir	6	12	des;chemises;brique	2;4;1;2;1;3;4					s06p1d12.mp3
1	5	Découvrir	6	13	un;feutre;orange	2;1;1;1;1;3;1					s06p1d13.mp3
1	5	Découvrir	6	14	une;courge;orange	2;2;1;1;1;3;2					s06p1d14.mp3
1	5	Découvrir	6	15	des;courges;orange	2;4;1;2;1;3;4					s06p1d15.mp3
1	5	Découvrir	6	16	des;feutres;orange	2;3;1;2;1;3;3					s06p1d16.mp3
1	5	Pratiquer	6	1	de;nouveaux;emplois;précaires	2;3;3;3;3;1;2;1;3;3;5					s06p2d01.mp3
1	5	Pratiquer	6	2	un;haut;mur;mitoyen	2;1;3;1;1;1;1;1;3;1;1					s06p2d02.mp3
1	5	Pratiquer	6	3	nos;gentils;voisins;bavards	2;3;3;3;1;1;2;1;3;3;1					s06p2d03.mp3
1	5	Pratiquer	6	4	un;nouvel;accident;grave	2;1;3;1;3;1;1;1;3;1;5					s06p2d04.mp3
1	5	Pratiquer	6	5	des;journaux;économiques;quotidiens	2;3;1;2;6;3;3;5;3;3;1					s06p2d05.mp3
1	5	Pratiquer	6	6	de;terribles;maux;abdominaux	2;3;3;3;5;1;2;6;3;3;3					s06p2d06.mp3
1	5	Pratiquer	6	7	une;politique;familiale;courageuse	2;2;1;1;1;3;2;3;3;2;2					s06p2d07.mp3
1	5	Pratiquer	6	8	quelques;spectacles;musicaux;formidables	2;3;1;2;1;3;3;3;3;3;5					s06p2d08mp3
1	5	Pratiquer	6	9	de;vieilles;portes;marron	2;4;3;4;2;1;2;1;3;4;6					s06p2d09.mp3
