Module	Sous_Module	Type	Exercice	Série	Données	Catégorie	Phrase à completer	Verbe	Terminaison	Pronom	Réponse	Suite Mots	Infinitif	Fichiers Audio
3	1	Découvrir	8	13	tu;repars	7;rs	Tu;repars;à;quelle;heure;?							
3	1	Découvrir	8	14	ils;errent	6;rrent	Les;regards;du;lecteur;errent;parfois;sur;le;texte;de;façon;aléatoire;.							
3	1	Découvrir	8	15	il;desserre	4;rre	Il;desserre;le;frein;à;main;.							
3	1	Découvrir	8	16	ils;courent	3;rent	Elles;courent;tous;les;matins;malgré;le;froid;.							
3	1	Découvrir	8	17	elle;repart	8;rt	Elle;repart;sur;les;routes;pour;une;nouvelle;tournée;.							
3	1	Découvrir	8	18	il;mord	10;rd	Le;public;mord;à;l'hameçon;.							
3	1	Découvrir	8	19	je;démarre	4;rre	Je;démarre;à;présent;l'ordinateur;.							
3	1	Découvrir	8	20	il;démord	10;rd	Le;premier;ministre;ne;démord;pas;de;son;projet;de;loi;.							
3	1	Découvrir	8	21	tu;détords	9;rds	Comment;détords-tu;ces;câbles;?							
3	1	Pratiquer	8	1	je;sors	7;rs								
3	1	Pratiquer	8	2	tu;pares	2;res								
3	1	Pratiquer	8	3	ils;parent	3;rent								
3	1	Pratiquer	8	4	je;sers	7;rs								
3	1	Pratiquer	8	5	tu;pars	7;rs								
3	1	Pratiquer	8	6	je;serre	4;rre								
3	1	Pratiquer	8	7	tu;répares	2;res								
3	1	Pratiquer	8	8	il;dessert	8;rt								
3	1	Pratiquer	8	9	je;perds	9;rds								
3	1	Pratiquer	8	10	on;tire	1;re								
3	1	Pratiquer	8	11	il;court	8;rt								
3	1	Pratiquer	8	12	il;tord	10;rd								
3	1	Pratiquer	8	13	tu;repars	7;rs								
3	1	Pratiquer	8	14	ils;errent	6;rrent								
3	1	Pratiquer	8	15	il;desserre	4;rre								
3	1	Pratiquer	8	16	ils;courent	3;rent								
3	1	Pratiquer	8	17	elle;repart	8;rt								
3	1	Pratiquer	8	18	il;mord	10;rd								
3	1	Pratiquer	8	19	je;démarre	4;rre								
3	1	Pratiquer	8	20	il;démord	10;rd								
3	1	Pratiquer	8	21	tu;détords	9;rds								
3	1	Découvrir	9	1	elle;brouille	13;ille	Elle;brouille;les;pistes;.							
3	1	Découvrir	9	2	tu;mêles	2;les	Pourquoi;te;mêles-tu;de;cette;affaire;?							
3	1	Découvrir	9	3	ils;pillent	12;llent	Certains;écrivains;pillent;les;grands;auteurs;.							
3	1	Découvrir	9	4	ils;pilent	3;lent	Ils;pilent;les;épices;dans;un;mortier;.							
3	1	Découvrir	9	5	il;cale	1;le	Fatigué;,;il;cale;confortablement;sa;tête;contre;le;fauteuil;.							
3	1	Découvrir	9	6	ils;foulent	3;lent	En;1968,;trois;astronautes;foulent;le;sol;lunaire;.							
3	1	Découvrir	9	7	on;essaye	7;ye	Cette;semaine,;on;essaye;de;définir;les;champs;d'action;!							
3	1	Découvrir	9	8	il;décale	1;le	Il;décale;d'un;jour;notre;rendez-vous;.							
3	1	Découvrir	9	9	tu;remballes	5;lles	Tu;remballes;ce;produit;défectueux;?							
3	1	Découvrir	9	10	ils;émaillent	15;illent	Les;experts;émaillent;leurs;analyses;de;détails;précis;.							
3	1	Découvrir	9	11	il;caille	13;ille	Le;lait;caille;une;demi-heure;après;l'adjonction;de;la;présure;.							
3	1	Découvrir	9	12	tu;travailles	14;illes	Tu;travailles;sur;quoi,;actuellement;?							
3	1	Découvrir	9	13	on;gaspille	10;lle	On;gaspille;l'énergie;en;laissant;les;lumières;allumées;!							
3	1	Découvrir	9	14	ils;installent	6;llent	Ces;nouvelles;décisions;installent;un;climat;de;confiance;.							
3	1	Découvrir	9	15	ils;fouillent	15;illent	Les;sauveteurs;fouillent;les;décombres;.							
3	1	Découvrir	9	16	elles;balayent	9;yent	Des;vagues;de;populisme;balayent;le;continent;européen;.							
3	1	Découvrir	9	17	tu;payes	8;yes	Tu;payes;cet;achat;à;crédit;ou;comptant;?							
3	1	Découvrir	9	18	il;brille	10;lle	Il;brille;par;son;absence,;ces;temps-ci;!							
3	1	Découvrir	9	19	il;bataille	13;ille	Il;bataille;ferme;pour;aboutir;à;un;accord;.							
3	1	Découvrir	9	20	on;verrouille	13;ille	On;verrouille;le;programme;informatique;.							
3	1	Découvrir	9	21	ils;quadrillent	12;llent	De;nombreux;points;de;vente;quadrillent;le;territoire;.							
3	1	Pratiquer	9	1	elle;brouille	13;ille								
3	1	Pratiquer	9	2	tu;mêles	2;les								
3	1	Pratiquer	9	3	ils;pillent	12;llent								
3	1	Pratiquer	9	4	ils;pilent	3;lent								
3	1	Pratiquer	9	5	il;cale	1;le								
3	1	Pratiquer	9	6	ils;foulent	3;lent								
3	1	Pratiquer	9	7	on;essaye	7;ye								
3	1	Pratiquer	9	8	il;décale	1;le								
3	1	Pratiquer	9	9	tu;remballes	5;lles								
3	1	Pratiquer	9	10	ils;émaillent	15;illent								
3	1	Pratiquer	9	11	il;caille	13;ille								
3	1	Pratiquer	9	12	tu;travailles	14;illes								
3	1	Pratiquer	9	13	on;gaspille	10;lle								
3	1	Pratiquer	9	14	ils;installent	6;llent								
3	1	Pratiquer	9	15	ils;fouillent	15;illent								
3	1	Pratiquer	9	16	elles;balayent	9;yent								
3	1	Pratiquer	9	17	tu;payes	8;yes								
3	1	Pratiquer	9	18	il;brille	10;lle								
3	1	Pratiquer	9	19	il;bataille	13;ille								
3	1	Pratiquer	9	20	on;verrouille	13;ille								
3	1	Pratiquer	9	21	ils;quadrillent	12;llent								
3	1	Découvrir	10	1	elle;frise	10;se	Cette;forte;sélectivité;frise;la;discrimination;.							
3	1	Découvrir	10	2	elles;classent	6;ssent	Elles;classent;leurs;dossiers;soigneusement;.							
3	1	Découvrir	10	3	tu;tousses	5;sses	Pourquoi;tousses-tu;?							
3	1	Découvrir	10	4	elle;dépense	1;se	Ma;fille;dépense;sans;compter;.							
3	1	Découvrir	10	5	ils;pansent	3;sent	Les;réfugiés;pansent;leurs;blessures;.							
3	1	Découvrir	10	6	il;creuse	10;se	L'écart;entre;les;rémunérations;creuse;les;inégalités;.							
3	1	Découvrir	10	7	elles;croisent	12;sent	Mes;informations;ne;croisent;pas;les;tiennes;.							
3	1	Découvrir	10	8	ils;dégazent	9;zent	Les;pétroliers;dégazent;en;pleine;mer;.							
3	1	Découvrir	10	9	on;bronze	7;ze	On;bronze;plus;rapidement;au;printemps;qu'en;été;.							
3	1	Découvrir	10	10	elle;cesse	4;sse	L'obésité;ne;cesse;de;gagner;du;terrain;.							
3	1	Découvrir	10	11	il;épouse	10;se	Le;gouvernement;épouse;enfin;la;cause;environnementale;.							
3	1	Découvrir	10	12	tu;verses	2;ses	Verses-tu;un;acompte;pour;réserver;?							
3	1	Découvrir	10	13	il;ratisse	4;sse	Le;nouveau;projet;de;loi;ratisse;large;.							
3	1	Découvrir	10	14	il;base	10;se	Il;base;son;rapport;sur;les;données;les;plus;récentes;.							
3	1	Découvrir	10	15	ils;déposent	12;sent	Des;sédiments;se;déposent;au;fond;des;mers;.							
3	1	Découvrir	10	16	elles;croissent	6;ssent	Les;cellules;cancéreuses;croissent;rapidement;.							
3	1	Découvrir	10	17	elle;dresse	4;sse	Cette;synthèse;dresse;un;état;des;lieux;exhaustif;des;nouveaux;défis;.							
3	1	Découvrir	10	18	on;cause	10;se	On;cause;trop;d'incendies;par;négligence;.							
3	1	Découvrir	10	19	elles;brossent	6;ssent	Ces;statistiques;brossent;un;tableau;précis;de;la;situation;.							
3	1	Découvrir	10	20	il;accuse	10;se	Il;accuse;son;professeur;de;plagiat;.							
3	1	Découvrir	10	21	je;compense	1;se	Je;compense;mon;absence;au;bureau;par;des;mails;quotidiens;.							
3	1	Pratiquer	10	1	elle;frise	10;se								
3	1	Pratiquer	10	2	elles;classent	6;ssent								
3	1	Pratiquer	10	3	tu;tousses	5;sses								
3	1	Pratiquer	10	4	elle;dépense	1;se								
3	1	Pratiquer	10	5	ils;pansent	3;sent								
3	1	Pratiquer	10	6	il;creuse	10;se								
3	1	Pratiquer	10	7	elles;croisent	12;sent								
3	1	Pratiquer	10	8	ils;dégazent	9;zent								
3	1	Pratiquer	10	9	on;bronze	7;ze								
3	1	Pratiquer	10	10	elle;cesse	4;sse								
3	1	Pratiquer	10	11	il;épouse	10;se								
3	1	Pratiquer	10	12	tu;verses	2;ses								
3	1	Pratiquer	10	13	il;ratisse	4;sse								
3	1	Pratiquer	10	14	il;base	10;se								
3	1	Pratiquer	10	15	ils;déposent	12;sent								
3	1	Pratiquer	10	16	elles;croissent	6;ssent								
3	1	Pratiquer	10	17	elle;dresse	4;sse								
3	1	Pratiquer	10	18	on;cause	10;se								
3	1	Pratiquer	10	19	elles;brossent	6;ssent								
3	1	Pratiquer	10	20	il;accuse	10;se								
3	1	Pratiquer	10	21	je;compense	1;se								
3	1	Découvrir	11	1	je;remarque	1;que	Je;remarque;un;léger;changement;de;discours;.							
3	1	Découvrir	11	2	tu;masques	2;ques	Tu;masques;la;vérité,;semble-t-il;.							
3	1	Découvrir	11	3	il;traque	1;que	Ce;logiciel;traque;les;erreurs;de;saisie;.							
3	1	Découvrir	11	4	ils;plaquent	3;quent	Ces;rugbymen;plaquent;sans;relâche;leurs;adversaires;.							
3	1	Découvrir	11	5	elles;piquent	3;quent	Ces;approches;novatrices;piquent;la;curiosité;des;étudiants;!							
3	1	Découvrir	11	6	on;bloque	1;que	On;bloque;la;circulation;en;cas;de;travaux;.							
3	1	Découvrir	11	7	elle;applique	1;que	Elle;applique;strictement;la;règle;du;jeu;.							
3	1	Découvrir	11	8	il;trace	4;ce	Il;trace;quelques;pistes;de;réflexion;.							
3	1	Découvrir	11	9	je;prononce	4;ce	Je;prononce;mal;certains;sons;.							
3	1	Découvrir	11	10	on;remplace	4;ce	On;remplace;un;mot;par;un;autre;.							
3	1	Découvrir	11	11	elles;avancent	6;cent	Les;négociations;avancent;lentement;.							
3	1	Découvrir	11	12	tu;perces	5;ces	Tu;perces;facilement;le;mystère;!							
3	1	Découvrir	11	13	ils;placent	6;cent	Les;commentaires;placent;l'extrait;dans;son;contexte;.							
3	1	Découvrir	11	14	tu;troques	2;ques	Qu'est-ce;que;tu;troques;encore;avec;ton;copain;?							
3	1	Découvrir	11	15	on;taxe	7;xe	Dans;certains;pays,;on;taxe;fortement;les;produits;de;luxe;.							
3	1	Découvrir	11	16	elles;fixent	9;xent	Les;autorités;fixent;très;tôt;le;calendrier;.							
3	1	Découvrir	11	17	tu;te;vexes	8;xes	D'habitude,;tu;ne;te;vexes;pas;pour;si;peu;!							
3	1	Découvrir	11	18	il;se;relaxe	7;xe	Il;se;relaxe;encore;dans;le;spa;de;l'hôtel;.							
3	1	Découvrir	11	19	il;malaxe	7;xe	Ce;potier;malaxe;longuement;l'argile;avant;de;la;travailler;.							
3	1	Découvrir	11	20	il;indexe	7;xe	Le;peintre;indexe;généralement;ses;œuvres;avec;soin;.							
3	1	Découvrir	11	21	elles;évoquent	3;quent	Elles;évoquent;leurs;souvenirs;de;vacances;avec;bonheur;.							
3	1	Pratiquer	11	1	je;remarque	1;que								
3	1	Pratiquer	11	2	tu;masques	2;ques								
3	1	Pratiquer	11	3	il;traque	1;que								
3	1	Pratiquer	11	4	ils;plaquent	3;quent								
3	1	Pratiquer	11	5	elles;piquent	3;quent								
3	1	Pratiquer	11	6	on;bloque	1;que								
3	1	Pratiquer	11	7	elle;applique	1;que								
3	1	Pratiquer	11	8	il;trace	4;ce								
3	1	Pratiquer	11	9	je;prononce	4;ce								
3	1	Pratiquer	11	10	on;remplace	4;ce								
3	1	Pratiquer	11	11	elles;avancent	6;cent								
3	1	Pratiquer	11	12	tu;perces	5;ces								
3	1	Pratiquer	11	13	ils;placent	6;cent								
3	1	Pratiquer	11	14	tu;troques	2;ques								
3	1	Pratiquer	11	15	on;taxe	7;xe								
3	1	Pratiquer	11	16	elles;fixent	9;xent								
3	1	Pratiquer	11	17	tu;te;vexes	8;xes								
3	1	Pratiquer	11	18	il;se;relaxe	7;xe								
3	1	Pratiquer	11	19	il;malaxe	7;xe								
3	1	Pratiquer	11	20	il;indexe	7;xe								
3	1	Pratiquer	11	21	elles;évoquent	3;quent								
3	1	Découvrir	12	1	il;acclame	1;me	Le;public;acclame;toujours;cette;soliste;.							
3	1	Découvrir	12	2	ils;hument	3;ment	Les;touristes;ravis;hument;les;odeurs;de;lavande;sur;le;marché;.							
3	1	Découvrir	12	3	elles;somment"	6;mment	Elles;somment;leurs;agresseurs;de;s'excuser;.							
3	1	Découvrir	12	4	tu;supprimes	2;mes	Si;tu;supprimes;ton;compte,;il;se;résilie;automatiquement;!							
3	1	Découvrir	12	5	je;programme	4;mme	Je;programme;des;logiciels;de;gestion;.							
3	1	Découvrir	12	6	elle;enflamme	4;mme	Cette;équipe;enflamme;les;supporters;.							
3	1	Découvrir	12	7	tu;consommes	5;mmes	Tu;consommes;combien;aux;100;km;?							
3	1	Découvrir	12	8	il;décline	7;ne	Le;soleil;décline;tôt;en;hiver;dans;cette;région;montagneuse;.							
3	1	Découvrir	12	9	ils;vaccinent	9;nent	Certains;agriculteurs;ne;vaccinent;pas;leurs;poulets;.							
3	1	Découvrir	12	10	ils;stagnent	9;nent	Les;budgets;de;la;recherche;stagnent;dans;la;majorité;des;pays;européens;.							
3	1	Découvrir	12	11	elles;signent	15;gnent	Les;fédérations;sportives;signent-elles;des;conventions;collectives;?							
3	1	Découvrir	12	12	tu;klaxonnes	11;nnes	Tu;klaxonnes;dès;que;tu;arrives;en;bas;de;chez;moi;!							
3	1	Découvrir	12	13	elle;harponne	10;nne	La;publicité;intrusive;harponne;les;internautes;.							
3	1	Découvrir	12	14	tu;taquines	8;nes	Tu;me;taquines;souvent;au;sujet;de;ma;timidité;!							
3	1	Découvrir	12	15	il;grogne	13;gne	Son;chien;grogne;sans;raison;.							
3	1	Découvrir	12	16	tu;soulignes	14;gnes	Pourquoi;ne;soulignes-tu;pas;les;titres;?							
3	1	Découvrir	12	17	il;soigne	13;gne	L'hypertension;se;soigne;en;changeant;de;mode;de;vie;.							
3	1	Découvrir	12	18	je;rythme	1;me	Je;rythme;le;mouvement;en;claquant;des;doigts;.							
3	1	Découvrir	12	19	elle;gêne"	7;ne	Cette;clause;ne;gêne;en;aucun;cas;notre;collaboration;à;venir;.							
3	1	Découvrir	12	20	elles;sonnent	12;nnent	Les;ONG;sonnent;l'alarme;sur;ce;dossier,;hélas;sans;succès;.							
3	1	Découvrir	12	21	il;règne	13;gne	Il;règne;ici;un;silence;inhabituel;.							
3	1	Pratiquer	12	1	il;acclame	1;me								
3	1	Pratiquer	12	2	ils;hument	3;ment								
3	1	Pratiquer	12	3	elles;somment"	6;mment								
3	1	Pratiquer	12	4	tu;supprimes	2;mes								
3	1	Pratiquer	12	5	je;programme	4;mme								
3	1	Pratiquer	12	6	elle;enflamme	4;mme								
3	1	Pratiquer	12	7	tu;consommes	5;mmes								
3	1	Pratiquer	12	8	il;décline	7;ne								
3	1	Pratiquer	12	9	ils;vaccinent	9;nent								
3	1	Pratiquer	12	10	ils;stagnent	9;nent								
3	1	Pratiquer	12	11	elles;signent	15;gnent								
3	1	Pratiquer	12	12	tu;klaxonnes	11;nnes								
3	1	Pratiquer	12	13	elle;harponne	10;nne								
3	1	Pratiquer	12	14	tu;taquines	8;nes								
3	1	Pratiquer	12	15	il;grogne	13;gne								
3	1	Pratiquer	12	16	tu;soulignes	14;gnes								
3	1	Pratiquer	12	17	il;soigne	13;gne								
3	1	Pratiquer	12	18	je;rythme	1;me								
3	1	Pratiquer	12	19	elle;gêne"	7;ne								
3	1	Pratiquer	12	20	elles;sonnent	12;nnent								
3	1	Pratiquer	12	21	il;règne	13;gne								
3	1	Découvrir	13	1	ils;surfent	3;fent	Les;ados;surfent;abondamment;sur;le;net;.							
3	1	Découvrir	13	2	tu;agrafes	2;fes	Agrafes-tu;tes;feuilles;à;l'endroit;indiqué;?							
3	1	Découvrir	13	3	ils;chauffent	6;ffent	Les;animateurs;chauffent;la;salle;avant;le;début;du;spectacle;.							
3	1	Découvrir	13	4	il;greffe	4;ffe	L'agriculteur;greffe;de;nouvelles;variétés;de;pêches;.							
3	1	Découvrir	13	5	ils;piaffent	6;ffent	Les;jeunes;piaffent;d'impatience;avant;la;sortie;de;la;nouvelle;console;.							
3	1	Découvrir	13	6	je;m'étouffe	4;ffe	Je;m'étouffe;d'indignation;en;entendant;cela;!							
3	1	Découvrir	13	7	il;coiffe	4;ffe	Cet;organisme;international;coiffe;l'ensemble;des;activités;.							
3	1	Découvrir	13	8	on;élève	7;ve	On;élève;ces;vaches;pour;leur;viande;.							
3	1	Découvrir	13	9	je;rêve	7;ve	Depuis;que;je;vis;à;Londres,;je;rêve;en;anglais;!							
3	1	Découvrir	13	10	elle;aggrave	7;ve	La;sécheresse;actuelle;aggrave;l'inquiétude;des;producteurs;!							
3	1	Découvrir	13	11	ils;esquivent	9;vent	Les;policiers;esquivent;les;jets;de;pierres;des;manifestants;.							
3	1	Découvrir	13	12	elles;s'activent	9;vent	Elles;s'activent;pour;terminer;à;l'heure;.							
3	1	Découvrir	13	13	je;conserve	7;ve	En;cas;de;déménagement,;je;conserve;mon;numéro;de;téléphone;?							
3	1	Découvrir	13	14	ils;approuvent	9;vent	Les;députés;approuvent;la;proposition;de;loi;.							
3	1	Découvrir	13	15	elle;dégrafe	1;fe	Cette;pince;dégrafe;les;documents;sans;les;déchirer;.							
3	1	Découvrir	13	16	il;absorbe	10;be	Ce;nouvel;amortisseur;absorbe;mieux;les;impacts;et;les;chocs;.							
3	1	Découvrir	13	17	elles;flambent	12;bent	De;nombreuses;forêts;flambent;chaque;année;en;Corse;.							
3	1	Découvrir	13	18	il;enjambe	10;be	Un;nouveau;pont;TGV;enjambe;l'autoroute;A7;!							
3	1	Découvrir	13	19	il;surplombe	10;be	La;terrasse;du;restaurant;surplombe;la;vallée;.							
3	1	Découvrir	13	20	tu;désherbes	11;bes	Désherbes-tu;ton;potager;de;façon;naturelle;?							
3	1	Découvrir	13	21	tu;griffes	5;ffes	Au;printemps,;tu;griffes;le;sol;au;pied;des;rosiers;.							
3	1	Pratiquer	13	1	ils;surfent	3;fent								
3	1	Pratiquer	13	2	tu;agrafes	2;fes								
3	1	Pratiquer	13	3	ils;chauffent	6;ffent								
3	1	Pratiquer	13	4	il;greffe	4;ffe								
3	1	Pratiquer	13	5	ils;piaffent	6;ffent								
3	1	Pratiquer	13	6	je;m'étouffe	4;ffe								
3	1	Pratiquer	13	7	il;coiffe	4;ffe								
3	1	Pratiquer	13	8	on;élève	7;ve								
3	1	Pratiquer	13	9	je;rêve	7;ve								
3	1	Pratiquer	13	10	elle;aggrave	7;ve								
3	1	Pratiquer	13	11	ils;esquivent	9;vent								
3	1	Pratiquer	13	12	elles;s'activent	9;vent								
3	1	Pratiquer	13	13	je;conserve	7;ve								
3	1	Pratiquer	13	14	ils;approuvent	9;vent								
3	1	Pratiquer	13	15	elle;dégrafe	1;fe								
3	1	Pratiquer	13	16	il;absorbe	10;be								
3	1	Pratiquer	13	17	elles;flambent	12;bent								
3	1	Pratiquer	13	18	il;enjambe	10;be								
3	1	Pratiquer	13	19	il;surplombe	10;be								
3	1	Pratiquer	13	20	tu;désherbes	11;bes								
3	1	Pratiquer	13	21	tu;griffes	5;ffes								
3	1	Découvrir	14	1	je;voyage	1;ge	Je;voyage;régulièrement;pour;mon;travail;.							
3	1	Découvrir	14	2	ils;voltigent	3;gent	Ils;voltigent;d'une;tâche;à;l'autre;sans;faire;de;pause;!							
3	1	Découvrir	14	3	tu;plonges	2;ges	Tu;te;plonges;dans;la;lecture;des;manuscrits;?							
3	1	Découvrir	14	4	il;bouge	1;ge	Le;curseur;bouge;tout;seul;.							
3	1	Découvrir	14	5	il;bouche	7;che	Un;rat;bouche;l'entrée;de;la;canalisation;.							
3	1	Découvrir	14	6	on;adjuge	1;ge	En;règle;générale,;on;adjuge;au;plus;offrant;.							
3	1	Découvrir	14	7	tu;forges	2;ges	Comment;forges-tu;ton;opinion;?							
3	1	Découvrir	14	8	ils;affichent	9;chent	Les;étudiants;affichent;les;résultats;de;leurs;travaux;en;fin;d'année;.							
3	1	Découvrir	14	9	elles;rédigent	3;gent	Elles;rédigent;leurs;décisions;à;la;hâte;.							
3	1	Découvrir	14	10	ils;harnachent	9;chent	Les;mushers;harnachent;leurs;chiens;avant;le;départ;.							
3	1	Découvrir	14	11	elle;flanche	7;che	Je;m'inquiète;,;ma;mémoire;flanche;!							
3	1	Découvrir	14	12	elles;flèchent	9;chent	Les;entreprises;flèchent;soigneusement;leurs;investissements;.							
3	1	Découvrir	14	13	elle;déniche	7;che	Dans;les;brocantes,;elle;déniche;souvent;des;trésors;.							
3	1	Découvrir	14	14	je;conjugue	4;gue	Je;conjugue;depuis;peu;mes;deux;passions;.							
3	1	Découvrir	14	15	elle;distingue	4;gue	La;parole;distingue;traditionnellement;l'homme;de;l'animal;.							
3	1	Découvrir	14	16	on;bague	4;gue	On;bague;les;oiseaux;pour;étudier;leurs;déplacements;.							
3	1	Découvrir	14	17	il;harangue	4;gue	L'attaquant;harangue;ses;coéquipiers;.							
3	1	Découvrir	14	18	ils;intriguent	6;guent	Ces;résultats;nous;intriguent;.							
3	1	Découvrir	14	19	il;enfourche	7;che	Le;député;enfourche;son;cheval;de;bataille;favori;.							
3	1	Découvrir	14	20	tu;t'approches	8;ches	Tu;t'approches;trop;près;du;bord;.							
3	1	Découvrir	14	21	ils;irriguent	6;guent	Les;maraichers;irriguent;leurs;plantations;.							
3	1	Pratiquer	14	1	je;voyage	1;ge								
3	1	Pratiquer	14	2	ils;voltigent	3;gent								
3	1	Pratiquer	14	3	tu;plonges	2;ges								
3	1	Pratiquer	14	4	il;bouge	1;ge								
3	1	Pratiquer	14	5	il;bouche	7;che								
3	1	Pratiquer	14	6	on;adjuge	1;ge								
3	1	Pratiquer	14	7	tu;forges	2;ges								
3	1	Pratiquer	14	8	ils;affichent	9;chent								
3	1	Pratiquer	14	9	elles;rédigent	3;gent								
3	1	Pratiquer	14	10	ils;harnachent	9;chent								
3	1	Pratiquer	14	11	elle;flanche	7;che								
3	1	Pratiquer	14	12	elles;flèchent	9;chent								
3	1	Pratiquer	14	13	elle;déniche	7;che								
3	1	Pratiquer	14	14	je;conjugue	4;gue								
3	1	Pratiquer	14	15	elle;distingue	4;gue								
3	1	Pratiquer	14	16	on;bague	4;gue								
3	1	Pratiquer	14	17	il;harangue	4;gue								
3	1	Pratiquer	14	18	ils;intriguent	6;guent								
3	1	Pratiquer	14	19	il;enfourche	7;che								
3	1	Pratiquer	14	20	tu;t'approches	8;ches								
3	1	Pratiquer	14	21	ils;irriguent	6;guent								
3	1	Découvrir	15	1	on;fête	1;te	Pourquoi;fête-t-on;Noël;le;25;décembre;?							
3	1	Découvrir	15	2	tu;souhaites	2;tes	Souhaites-tu;poursuivre;des;études;supérieures;?							
3	1	Découvrir	15	3	il;enveloppe	13;ppe	Il;enveloppe;sa;vie;de;mystère;.							
3	1	Découvrir	15	4	elles;hantent	3;tent	Ces;questions;hantent;les;débats;publics;.							
3	1	Découvrir	15	5	on;s'oriente	1;te	On;s'oriente;vers;une;disparition;des;solidarités;.							
3	1	Découvrir	15	6	tu;jettes	5;ttes	Tu;ne;jettes;pas;tes;papiers;dans;la;poubelle;jaune;?							
3	1	Découvrir	15	7	ils;occupent	12;pent	Les;ouvriers;occupent;l'usine;depuis;deux;jours;.							
3	1	Découvrir	15	8	ils;quittent	6;ttent	Quittent-ils;le;pays;définitivement;?							
3	1	Découvrir	15	9	ils;infestent	3;tent	Les;rats;infestent;les;sous-sols;de;l'immeuble;.							
3	1	Découvrir	15	10	ils;infectent	3;tent	Les;microbes;infectent;les;plaies;non;soignées;.							
3	1	Découvrir	15	11	je;scinde	7;de	Je;scinde;mon;exposé;en;deux;parties;.							
3	1	Découvrir	15	12	tu;scandes	8;des	Si;tu;scandes;les;paroles;c'est;plus;clair;!							
3	1	Découvrir	15	13	elles;coïncident	9;dent	Cette;année;nos;dates;de;vacances;coïncident;.							
3	1	Découvrir	15	14	on;regroupe	10;pe	On;regroupe;les;plaintes;en;cas;de;litige;collectif;.							
3	1	Découvrir	15	15	il;attrape	10;pe	Il;l'attrape;par;le;bras;.							
3	1	Découvrir	15	16	ils;échappent	15;ppent	Leurs;noms;m'échappent;.							
3	1	Découvrir	15	17	j'appréhende	7;de	J'appréhende;le;problème;dans;sa;globalité;.							
3	1	Découvrir	15	18	elle;trotte	4;tte	Une;question;me;trotte;dans;la;tête;.							
3	1	Découvrir	15	19	elles;rejettent	6;ttent	Les;usines;rejettent;des;produits;toxiques;.							
3	1	Découvrir	15	20	ils;fraudent	9;dent	Ils;fraudent;à;distance;.							
3	1	Découvrir	15	21	je;flotte	4;tte	En;ce;moment;je;flotte;dans;mes;vêtements;.							
3	1	Pratiquer	15	1	on;fête	1;te								
3	1	Pratiquer	15	2	tu;souhaites	2;tes								
3	1	Pratiquer	15	3	il;enveloppe	13;ppe								
3	1	Pratiquer	15	4	elles;hantent	3;tent								
3	1	Pratiquer	15	5	on;s'oriente	1;te								
3	1	Pratiquer	15	6	tu;jettes	5;ttes								
3	1	Pratiquer	15	7	ils;occupent	12;pent								
3	1	Pratiquer	15	8	ils;quittent	6;ttent								
3	1	Pratiquer	15	9	ils;infestent	3;tent								
3	1	Pratiquer	15	10	ils;infectent	3;tent								
3	1	Pratiquer	15	11	je;scinde	7;de								
3	1	Pratiquer	15	12	tu;scandes	8;des								
3	1	Pratiquer	15	13	elles;coïncident	9;dent								
3	1	Pratiquer	15	14	on;regroupe	10;pe								
3	1	Pratiquer	15	15	il;attrape	10;pe								
3	1	Pratiquer	15	16	ils;échappent	15;ppent								
3	1	Pratiquer	15	17	j'appréhende	7;de								
3	1	Pratiquer	15	18	elle;trotte	4;tte								
3	1	Pratiquer	15	19	elles;rejettent	6;ttent								
3	1	Pratiquer	15	20	ils;fraudent	9;dent								
3	1	Pratiquer	15	21	je;flotte	4;tte								
3	1	Découvrir	16	1	je;veux	1;eux 	Je;veux;enseigner;des;techniques;de;relaxation;.							
3	1	Découvrir	16	2	elles;veulent	9;lent	Les;industries;veulent;rentrer;dans;leurs;frais;.							
3	1	Découvrir	16	3	tu;peux	1;eux 	Peux-tu;me;rendre;ma;clé;USB,;s'il;te;plait;?							
3	1	Découvrir	16	4	elle;veut	3;eut	Elle;ne;veut;plus;coopérer;avec;nous;.							
3	1	Découvrir	16	5	elle;vaut	5;aut	Il;pense;que;sa;découverte;vaut;de;l'or;.							
3	1	Découvrir	16	6	je;vaux	4;aux	Je;vaux;mieux;que;ça;!							
3	1	Découvrir	16	7	ils;valent	9;lent	Leurs;licences;valent;beaucoup;d'argent;.							
3	1	Découvrir	16	8	il;faut	5;aut	Il;faut;se;rendre;à;l'évidence;!							
3	1	Découvrir	16	9	elle;prévaut	5;aut	La;nouvelle;loi;prévaut;.							
3	1	Découvrir	16	10	tu;clos	6;os	Tu;clos;le;débat;.							
3	1	Découvrir	16	11	elles;pleuvent	8;vent	A;la;fin;de;la;conférence,;les;questions;pleuvent;.							
3	1	Découvrir	16	12	il;pleut	3;eut	Il;pleut;depuis;une;semaine;sans;discontinuer;.							
3	1	Découvrir	16	13	elles;peuvent	8;vent	Ces;substances;peuvent;polluer;les;sources;d'eau;.							
3	1	Découvrir	16	14	elle;peut	3;eut	Elle;ne;peut;plus;travailler;.							
3	1	Découvrir	16	15	je;peux	1;eux 	Je;peux;t'aider;si;tu;veux;.							
3	1	Découvrir	16	16	elle;éclot	7;ot	Une;nouvelle;idée;éclot;souvent;de;façon;intuitive;.							
